422,436,3,879744085
847,239,5,878940688
196,663,5,881251911
535,506,5,879617819
536,470,5,882360530
62,715,2,879375912
593,775,3,875672949
395,154,5,883764878
178,720,3,882827645
911,176,4,892841255
452,576,2,875563050
503,137,5,879438072
417,1039,3,879647196
416,443,5,893213549
749,228,5,878848828
686,134,5,879545340
597,936,3,875343067
314,68,4,877891637
508,1153,4,883768797
416,202,4,876699334
608,475,3,880405971
409,511,5,881107943
279,1034,4,875297381
763,195,4,878918360
747,558,4,888640046
747,13,3,888733348
429,1220,3,882387233
868,164,2,877104157
303,596,4,879468274
888,100,4,879365004
379,435,5,882563752
358,258,4,891269077
398,8,3,875716709
746,385,5,885075367
121,124,5,891388063
425,7,3,878738290
763,392,4,878919055
373,105,3,877107173
83,63,4,880327970
331,467,3,877196702
608,195,1,880405527
346,572,5,875266600
417,212,1,879647800
524,55,2,884634911
158,55,4,880134407
298,204,4,884182148
433,322,2,880585466
130,96,5,875216786
738,176,5,892844079
542,132,3,886532620
10,194,4,877886661
508,144,3,883767728
401,651,4,891032919
830,554,5,891561999
265,1197,2,875320542
221,59,2,875245514
293,402,2,888907702
257,221,3,882050202
269,192,4,891447979
396,405,3,884646314
271,630,2,885848943
318,305,2,884470682
860,949,3,885991163
75,290,4,884050451
215,234,4,891435655
561,484,4,885807215
724,989,1,883757874
275,473,3,880313679
633,328,4,875324298
521,7,3,884475973
262,485,4,879793363
195,1413,2,877835268
316,673,2,880854083
592,95,4,882956276
429,201,3,882385399
68,288,4,876973726
751,394,4,889297640
896,76,3,887158359
275,419,3,880314383
586,436,2,884060807
807,743,3,893083216
900,458,2,877833326
908,496,5,879722361
592,1620,1,882609057
663,148,4,889492989
585,313,3,891281385
307,175,4,877117651
269,507,4,891448800
217,562,3,889070211
95,127,4,879195062
935,546,4,884472743
260,300,3,890618198
450,313,5,882811655
479,230,4,879461898
756,123,2,874830344
773,260,2,888538348
664,603,5,876526518
472,210,5,875981664
577,427,4,880474715
385,48,5,879441777
796,615,4,892690263
279,249,3,878878420
158,985,4,880134261
387,566,3,886483194
121,347,3,891389304
358,584,4,891269913
269,475,5,891457067
940,1167,4,885921198
6,477,1,883599509
648,154,5,884881621
301,514,3,882076021
870,354,4,889409590
97,434,4,884239791
38,69,5,892430486
751,239,4,889134237
886,943,3,876032248
127,229,5,884364867
505,423,4,889333711
128,227,2,879968946
378,942,3,880056798
373,1444,3,877112116
434,1197,5,886724913
665,117,4,884290575
731,520,4,886186567
35,877,2,875459099
756,398,3,874831050
250,948,3,878089182
806,629,3,882389862
583,483,5,879384338
503,116,5,879438559
438,1,4,879868096
496,506,3,876067215
398,432,3,875718670
347,144,5,881654186
656,301,3,892318648
642,1224,4,886132139
919,100,5,875288522
26,129,4,891350566
25,419,4,885852218
887,432,5,881379988
863,902,5,889289456
397,343,2,885349148
406,520,4,879445735
102,809,3,888802768
894,134,4,879897198
412,276,5,879717572
159,881,1,893256139
655,292,2,889293132
639,673,4,891239406
868,132,4,877103195
757,148,4,888444948
7,207,4,891352526
878,393,3,880870487
766,435,3,891309053
766,483,3,891309250
189,1065,5,893265478
653,930,4,880148885
533,846,2,879365886
644,823,4,889076997
236,411,1,890117095
655,215,2,887472943
382,639,3,875946881
624,980,4,879793358
417,63,3,879649021
295,208,5,879517157
709,5,4,879848167
249,411,3,879640436
753,172,3,891401510
492,1098,4,879969512
62,1136,3,879375977
665,660,4,884294935
487,356,4,884024462
899,238,2,884121424
934,709,3,891196314
550,271,5,883425652
239,505,5,889180169
919,124,3,875288522
655,393,2,887428334
49,290,2,888069062
715,655,4,875964203
916,727,4,880845049
538,692,3,877107765
440,300,3,891546785
56,748,4,892676028
109,54,3,880578286
552,7,3,879221580
151,12,5,879524368
907,277,5,880158794
345,1096,3,884994682
450,699,4,882395537
716,186,3,879795867
249,98,5,879572256
263,699,4,891299207
30,259,4,875058280
864,56,5,888887097
297,748,2,874954060
807,402,5,892705096
375,573,4,886622131
224,86,3,888082612
503,402,3,880383467
655,1407,2,887491131
276,941,3,877934065
835,234,5,891033857
703,742,3,875242852
276,458,4,874786854
109,68,3,880582469
468,582,3,875287535
10,334,4,877886281
308,171,4,887738346
125,1115,3,879454345
320,7,4,884748708
54,272,5,890608175
56,230,5,892676339
682,11,4,888517049
644,117,4,889077418
181,1330,1,878962052
734,274,4,891025943
500,72,4,883876155
712,50,4,874729750
181,16,1,878962996
286,70,5,877531975
10,13,3,877892050
643,519,4,891447663
627,239,3,879530662
749,658,4,878849404
847,104,3,878939266
534,475,4,877807747
763,224,5,878919153
846,491,3,883947960
695,748,1,888806270
798,690,4,877117972
756,753,2,874832788
796,378,4,893218764
469,10,5,879525373
301,195,5,882076098
327,708,4,887818596
874,182,4,888633311
932,778,4,891251272
269,778,3,891448547
621,384,3,874963081
537,510,3,886031575
877,98,5,882678427
458,129,4,886394667
64,463,4,889739212
622,1407,1,882672922
7,635,3,891352864
314,38,5,877889994
169,234,4,891359418
3,341,1,889237055
495,431,5,888632546
172,463,4,875537502
535,1149,4,879618288
627,684,4,879531301
245,894,1,888513860
417,769,1,880953071
597,477,5,875339970
486,288,4,879874153
886,410,4,876031459
632,622,4,879459418
305,2,2,886324580
668,271,4,881523787
102,672,1,888803148
447,96,5,878855847
605,215,3,879426163
201,735,3,884113975
307,222,4,879538922
406,1203,2,884630860
339,655,4,891033452
507,302,5,889963959
157,508,5,886890712
833,234,3,875122884
7,4,5,891351772
445,118,2,891200506
305,33,3,886325627
445,603,3,890988205
318,735,5,884496182
238,258,3,883575728
160,3,3,876770124
454,968,2,888267198
83,862,4,883868805
189,204,5,893265657
192,257,4,881367592
567,318,2,882425901
200,8,4,884128904
655,1499,3,888685556
303,576,3,879485417
881,106,4,879052493
659,578,3,891387351
540,475,4,882156983
292,173,5,881103631
261,988,3,890455190
727,751,3,883708208
320,121,5,884748733
450,478,5,887835272
361,531,5,879440545
914,402,5,887124376
450,71,3,882377358
119,294,1,892564313
485,341,4,891042027
854,476,3,882813219
941,273,3,875049038
307,89,5,879283786
332,53,3,888360438
652,96,4,882567356
586,265,5,884062405
303,1145,2,879544219
298,625,4,884183406
151,1203,5,879542670
677,294,5,885191227
41,430,5,890692860
473,10,3,878157527
57,1094,2,883697990
73,748,2,888792247
840,423,5,891209449
666,498,5,880139669
911,655,5,892839719
399,43,3,882348664
886,655,4,876032973
357,237,5,878951217
573,258,4,885843700
293,249,3,888905229
398,796,3,875732862
31,271,4,881547854
621,755,3,874965299
754,291,4,879451991
760,204,4,875668105
201,184,3,884112245
99,651,5,885679833
844,151,4,877381674
886,1046,2,876033755
292,176,5,881103478
660,64,3,891199035
409,481,3,881107602
913,419,5,881725737
445,595,2,891200624
464,515,5,878354965
275,588,3,875154535
802,760,3,875986303
